-((-100 + 145*d - 36*d**2)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),(3*(-40 + 19*d))/(250 - 185*d + 16*d**2),-((-100 + 145*d - 36*d**2)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),(3*(-40 + 19*d))/(250 - 185*d + 16*d**2),-((-100 + 145*d - 36*d**2)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),(3*(-40 + 19*d))/(250 - 185*d + 16*d**2),-((1400 - 2715*d + 1580*d**2 - 256*d**3)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),-((900 - 595*d + 28*d**2)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),0
-((100 + 105*d - 36*d**2)/(1250 - 675*d - 180*d**2 + 64*d**3)),-((600 - 315*d + 28*d**2)/(1250 - 675*d - 180*d**2 + 64*d**3)),-((-1400 - 35*d + 1068*d**2 - 256*d**3)/(1250 - 675*d - 180*d**2 + 64*d**3)),-((-900 + 1045*d - 228*d**2)/(1250 - 675*d - 180*d**2 + 64*d**3)),-((100 + 105*d - 36*d**2)/(1250 - 675*d - 180*d**2 + 64*d**3)),-((600 - 315*d + 28*d**2)/(1250 - 675*d - 180*d**2 + 64*d**3)),-((100 + 105*d - 36*d**2)/(1250 - 675*d - 180*d**2 + 64*d**3)),-((600 - 315*d + 28*d**2)/(1250 - 675*d - 180*d**2 + 64*d**3)),0
-10/(125 - 180*d + 64*d**2),(-4*(75 - 90*d + 32*d**2))/(5*(125 - 180*d + 64*d**2)),(4*(175 - 170*d + 32*d**2))/(5*(125 - 180*d + 64*d**2)),(-2*(-45 + 32*d))/(125 - 180*d + 64*d**2),-10/(125 - 180*d + 64*d**2),(-4*(75 - 90*d + 32*d**2))/(5*(125 - 180*d + 64*d**2)),(4*(175 - 170*d + 32*d**2))/(5*(125 - 180*d + 64*d**2)),(-2*(-45 + 32*d))/(125 - 180*d + 64*d**2),0
-((20 + d)/(250 - 385*d + 144*d**2)),(-15*(40 - 109*d + 60*d**2))/((5 + 4*d)*(250 - 385*d + 144*d**2)),-((20 + d)/(250 - 385*d + 144*d**2)),(-15*(40 - 109*d + 60*d**2))/((5 + 4*d)*(250 - 385*d + 144*d**2)),-((-1400 + 1445*d - 252*d**2)/((5 + 4*d)*(250 - 385*d + 144*d**2))),-((-900 + 1225*d - 716*d**2 + 256*d**3)/((5 + 4*d)*(250 - 385*d + 144*d**2))),-((20 + d)/(250 - 385*d + 144*d**2)),(-15*(40 - 109*d + 60*d**2))/((5 + 4*d)*(250 - 385*d + 144*d**2)),0
-10/(125 - 180*d + 64*d**2),(-12*(-5 + 8*d))/((5 + 4*d)*(-25 + 16*d)),-10/(125 - 180*d + 64*d**2),(-12*(-5 + 8*d))/((5 + 4*d)*(-25 + 16*d)),(4*(-35 + 8*d))/((5 + 4*d)*(-25 + 16*d)),(-2*(-45 + 32*d))/(125 - 180*d + 64*d**2),(4*(-35 + 8*d))/((5 + 4*d)*(-25 + 16*d)),(-2*(-45 + 32*d))/(125 - 180*d + 64*d**2),0
-((50 + 115*d + 24*d**2)/(625 - 400*d - 400*d**3 + 256*d**4)),-((300 - 795*d + 104*d**2 + 256*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),-((-700 + 45*d + 576*d**2 - 128*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),-((-450 + 635*d - 704*d**2 + 384*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),-((-700 + 45*d + 576*d**2 - 128*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),-((-450 + 635*d - 704*d**2 + 384*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),-((50 + 115*d + 24*d**2)/(625 - 400*d - 400*d**3 + 256*d**4)),-((300 - 795*d + 104*d**2 + 256*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),0
-((-100 - 125*d + 36*d**2)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),-((-600 + 1995*d - 1516*d**2 + 256*d**3)/((-5 + 4*d)*(250 - 185*d + 16*d**2))),-((-280 + 73*d)/(250 - 185*d + 16*d**2)),(-5*(180 - 173*d + 20*d**2))/((-5 + 4*d)*(250 - 185*d + 16*d**2)),-((-280 + 73*d)/(250 - 185*d + 16*d**2)),(-5*(180 - 173*d + 20*d**2))/((-5 + 4*d)*(250 - 185*d + 16*d**2)),-((-280 + 73*d)/(250 - 185*d + 16*d**2)),(-5*(180 - 173*d + 20*d**2))/((-5 + 4*d)*(250 - 185*d + 16*d**2)),0
-((1400 - 195*d + 4*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((900 - 175*d - 204*d**2 + 256*d**3)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((-100 + 1165*d - 252*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),(-15*(-40 - 21*d + 60*d**2))/(-1250 - 325*d - 180*d**2 + 576*d**3),-((-100 + 1165*d - 252*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),(-15*(-40 - 21*d + 60*d**2))/(-1250 - 325*d - 180*d**2 + 576*d**3),-((-100 + 1165*d - 252*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),(-15*(-40 - 21*d + 60*d**2))/(-1250 - 325*d - 180*d**2 + 576*d**3),0
-((-700 + 795*d - 104*d**2)/(625 - 400*d - 400*d**3 + 256*d**4)),-((-450 - 115*d - 24*d**2 + 256*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),-((50 - 635*d + 704*d**2 - 128*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),(-3*(100 - 15*d - 192*d**2 + 128*d**3))/(625 - 400*d - 400*d**3 + 256*d**4),-((50 - 635*d + 704*d**2 - 128*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),(-3*(100 - 15*d - 192*d**2 + 128*d**3))/(625 - 400*d - 400*d**3 + 256*d**4),-((-700 + 795*d - 104*d**2)/(625 - 400*d - 400*d**3 + 256*d**4)),-((-450 - 115*d - 24*d**2 + 256*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),0
(20*(-35 + 6*d))/(-625 + 400*d - 400*d**2 + 256*d**3),(-2*(225 - 280*d + 192*d**2))/(-625 + 400*d - 400*d**2 + 256*d**3),(20*(-35 + 6*d))/(-625 + 400*d - 400*d**2 + 256*d**3),(-2*(225 - 280*d + 192*d**2))/(-625 + 400*d - 400*d**2 + 256*d**3),(2*(25 - 280*d + 64*d**2))/(-625 + 400*d - 400*d**2 + 256*d**3),(-4*(-75 + 30*d + 64*d**2))/(-625 + 400*d - 400*d**2 + 256*d**3),(2*(25 - 280*d + 64*d**2))/(-625 + 400*d - 400*d**2 + 256*d**3),(-4*(-75 + 30*d + 64*d**2))/(-625 + 400*d - 400*d**2 + 256*d**3),0
-((-1400 + 235*d + 36*d**2)/(1250 - 675*d - 180*d**2 + 64*d**3)),(-5*(-180 - 37*d + 20*d**2))/(1250 - 675*d - 180*d**2 + 64*d**3),-((-1400 + 235*d + 36*d**2)/(1250 - 675*d - 180*d**2 + 64*d**3)),(-5*(-180 - 37*d + 20*d**2))/(1250 - 675*d - 180*d**2 + 64*d**3),-((100 - 1125*d + 292*d**2)/(1250 - 675*d - 180*d**2 + 64*d**3)),-((600 - 45*d - 1004*d**2 + 256*d**3)/(1250 - 675*d - 180*d**2 + 64*d**3)),-((-1400 + 235*d + 36*d**2)/(1250 - 675*d - 180*d**2 + 64*d**3)),(-5*(-180 - 37*d + 20*d**2))/(1250 - 675*d - 180*d**2 + 64*d**3),0
(4*(-35 + 8*d))/(-125 - 20*d + 64*d**2),(-2*(225 - 100*d + 64*d**2))/(5*(5 + 4*d)*(-25 + 16*d)),(2*(25 - 260*d + 64*d**2))/(5*(-125 - 20*d + 64*d**2)),(-12*(-5 + 8*d))/((5 + 4*d)*(-25 + 16*d)),(4*(-35 + 8*d))/(-125 - 20*d + 64*d**2),(-2*(225 - 100*d + 64*d**2))/(5*(5 + 4*d)*(-25 + 16*d)),(2*(25 - 260*d + 64*d**2))/(5*(-125 - 20*d + 64*d**2)),(-12*(-5 + 8*d))/((5 + 4*d)*(-25 + 16*d)),0
-((-1400 + 1715*d - 324*d**2)/(1250 - 925*d - 820*d**2 + 576*d**3)),-((-180 + 143*d)/(250 - 385*d + 144*d**2)),-((100 - 1145*d + 1292*d**2 - 256*d**3)/(1250 - 925*d - 820*d**2 + 576*d**3)),(-3*(200 - 455*d + 276*d**2))/((5 + 4*d)*(250 - 385*d + 144*d**2)),-((-1400 + 1715*d - 324*d**2)/(1250 - 925*d - 820*d**2 + 576*d**3)),-((-180 + 143*d)/(250 - 385*d + 144*d**2)),-((-1400 + 1715*d - 324*d**2)/(1250 - 925*d - 820*d**2 + 576*d**3)),-((-180 + 143*d)/(250 - 385*d + 144*d**2)),0
-((1400 + 1035*d - 324*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((900 - 445*d + 828*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((1400 + 1035*d - 324*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((900 - 445*d + 828*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((1400 + 1035*d - 324*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((900 - 445*d + 828*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((-100 + 895*d + 780*d**2 - 256*d**3)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((-600 + 915*d + 572*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),0
(4*(-35 + 9*d))/(5*(-25 + 16*d)),(2*(-45 + 2*d))/(5*(-25 + 16*d)),(4*(-35 + 9*d))/(5*(-25 + 16*d)),(2*(-45 + 2*d))/(5*(-25 + 16*d)),(4*(-35 + 9*d))/(5*(-25 + 16*d)),(2*(-45 + 2*d))/(5*(-25 + 16*d)),(4*(-35 + 9*d))/(5*(-25 + 16*d)),(2*(-45 + 2*d))/(5*(-25 + 16*d)),0
-1/5*(10 - 19*d)/(25 - 41*d + 16*d**2),(3*(-20 + 17*d))/(5*(25 - 41*d + 16*d**2)),-1/5*(10 - 19*d)/(25 - 41*d + 16*d**2),(3*(-20 + 17*d))/(5*(25 - 41*d + 16*d**2)),-1/5*(10 - 19*d)/(25 - 41*d + 16*d**2),(3*(-20 + 17*d))/(5*(25 - 41*d + 16*d**2)),-1/5*(10 - 19*d)/(25 - 41*d + 16*d**2),(3*(-20 + 17*d))/(5*(25 - 41*d + 16*d**2)),0
-1/5*(100 - 195*d - 16*d**2)/(250 - 385*d + 144*d**2),(3*(-200 + 105*d + 48*d**2))/(5*(250 - 385*d + 144*d**2)),-1/5*(100 - 195*d - 16*d**2)/(250 - 385*d + 144*d**2),(3*(-200 + 105*d + 48*d**2))/(5*(250 - 385*d + 144*d**2)),-1/5*(100 - 195*d - 16*d**2)/(250 - 385*d + 144*d**2),(3*(-200 + 105*d + 48*d**2))/(5*(250 - 385*d + 144*d**2)),-1/5*(-1400 + 2765*d - 1296*d**2)/(250 - 385*d + 144*d**2),-1/5*(-900 + 145*d + 1776*d**2 - 1024*d**3)/(250 - 385*d + 144*d**2),0
-1/5*(100 - 45*d - 72*d**2)/(250 - 385*d + 144*d**2),-1/5*(600 - 465*d - 8*d**2)/(250 - 385*d + 144*d**2),-1/5*(-1400 + 1415*d + 408*d**2 - 512*d**3)/(250 - 385*d + 144*d**2),-1/5*(-900 + 1495*d - 648*d**2)/(250 - 385*d + 144*d**2),-1/5*(100 - 45*d - 72*d**2)/(250 - 385*d + 144*d**2),-1/5*(600 - 465*d - 8*d**2)/(250 - 385*d + 144*d**2),-1/5*(100 - 45*d - 72*d**2)/(250 - 385*d + 144*d**2),-1/5*(600 - 465*d - 8*d**2)/(250 - 385*d + 144*d**2),0
-((-50 + 25*d + 24*d**2)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((-300 + 135*d + 256*d**2 - 128*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((700 - 705*d - 216*d**2 + 256*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((450 - 95*d - 704*d**2 + 384*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((-50 + 25*d + 24*d**2)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((-300 + 135*d + 256*d**2 - 128*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((700 - 705*d - 216*d**2 + 256*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((450 - 95*d - 704*d**2 + 384*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),0
-1/5*(100 + 35*d + 72*d**2)/(250 - 185*d + 16*d**2),(-3*(200 - 395*d + 216*d**2))/(5*(250 - 185*d + 16*d**2)),-1/5*(100 + 35*d + 72*d**2)/(250 - 185*d + 16*d**2),(-3*(200 - 395*d + 216*d**2))/(5*(250 - 185*d + 16*d**2)),-1/5*(-1400 + 1495*d - 1048*d**2 + 512*d**3)/(250 - 185*d + 16*d**2),-1/5*(-900 + 775*d + 8*d**2)/(250 - 185*d + 16*d**2),-1/5*(100 + 35*d + 72*d**2)/(250 - 185*d + 16*d**2),(-3*(200 - 395*d + 216*d**2))/(5*(250 - 185*d + 16*d**2)),0
-((50 + 15*d + 88*d**2)/(625 - 400*d - 400*d**3 + 256*d**4)),(-3*(100 - 165*d - 96*d**2 + 128*d**3))/(625 - 400*d - 400*d**3 + 256*d**4),-((50 + 15*d + 88*d**2)/(625 - 400*d - 400*d**3 + 256*d**4)),(-3*(100 - 165*d - 96*d**2 + 128*d**3))/(625 - 400*d - 400*d**3 + 256*d**4),-((-700 + 745*d - 472*d**2 + 256*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),-((-450 - 265*d + 672*d**2 - 128*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),-((-700 + 745*d - 472*d**2 + 256*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),-((-450 - 265*d + 672*d**2 - 128*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),0
(2*(5 + 9*d))/(5*(-25 + 16*d)),(2*(30 - 57*d + 32*d**2))/(5*(-25 + 16*d)),(2*(-70 + 7*d + 32*d**2))/(5*(-25 + 16*d)),(2*(-45 + 41*d))/(5*(-25 + 16*d)),(2*(-70 + 7*d + 32*d**2))/(5*(-25 + 16*d)),(2*(-45 + 41*d))/(5*(-25 + 16*d)),(2*(5 + 9*d))/(5*(-25 + 16*d)),(2*(30 - 57*d + 32*d**2))/(5*(-25 + 16*d)),0
-1/5*(100 + 175*d + 144*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(600 - 945*d - 944*d**2 + 1024*d**3)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-1400 + 135*d + 784*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-900 - 485*d + 976*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-1400 + 135*d + 784*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-900 - 485*d + 976*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-1400 + 135*d + 784*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-900 - 485*d + 976*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),0
-1/5*(-1400 + 1645*d + 16*d**2)/(250 - 185*d + 16*d**2),-1/5*(-900 + 625*d - 1136*d**2 + 1024*d**3)/(250 - 185*d + 16*d**2),-1/5*(100 - 1315*d + 1296*d**2)/(250 - 185*d + 16*d**2),(-3*(200 + 55*d + 48*d**2))/(5*(250 - 185*d + 16*d**2)),-1/5*(100 - 1315*d + 1296*d**2)/(250 - 185*d + 16*d**2),(-3*(200 + 55*d + 48*d**2))/(5*(250 - 185*d + 16*d**2)),-1/5*(100 - 1315*d + 1296*d**2)/(250 - 185*d + 16*d**2),(-3*(200 + 55*d + 48*d**2))/(5*(250 - 185*d + 16*d**2)),0
(4*(-35 + 41*d))/(5*(-25 + 16*d)),(2*(-45 - 34*d + 64*d**2))/(5*(-25 + 16*d)),(2*(5 - 66*d + 64*d**2))/(5*(-25 + 16*d)),(12*(5 + 3*d))/(5*(-25 + 16*d)),(2*(5 - 66*d + 64*d**2))/(5*(-25 + 16*d)),(12*(5 + 3*d))/(5*(-25 + 16*d)),(4*(-35 + 41*d))/(5*(-25 + 16*d)),(2*(-45 - 34*d + 64*d**2))/(5*(-25 + 16*d)),0
-((-700 + 145*d + 312*d**2)/(625 - 400*d - 400*d**3 + 256*d**4)),-((-450 + 335*d - 512*d**2 + 384*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),-((-700 + 145*d + 312*d**2)/(625 - 400*d - 400*d**3 + 256*d**4)),-((-450 + 335*d - 512*d**2 + 384*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),-((50 - 585*d + 72*d**2 + 256*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),-((300 + 105*d + 128*d**2 - 128*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),-((50 - 585*d + 72*d**2 + 256*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),-((300 + 105*d + 128*d**2 - 128*d**3)/(625 - 400*d - 400*d**3 + 256*d**4)),0
-1/5*(-1400 + 285*d + 648*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-900 - 635*d + 1032*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-1400 + 285*d + 648*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-900 - 635*d + 1032*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(100 - 1175*d + 168*d**2 + 512*d**3)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(600 + 405*d - 248*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-1400 + 285*d + 648*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-900 - 635*d + 1032*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),0
-((700 - 185*d + 376*d**2)/(-625 - 100*d - 180*d**2 - 80*d**3 + 256*d**4)),-((450 + 25*d + 544*d**2 - 128*d**3)/(-625 - 100*d - 180*d**2 - 80*d**3 + 256*d**4)),-((-50 + 545*d - 184*d**2 + 256*d**3)/(-625 - 100*d - 180*d**2 - 80*d**3 + 256*d**4)),(-3*(-100 + 85*d - 32*d**2 + 128*d**3))/(-625 - 100*d - 180*d**2 - 80*d**3 + 256*d**4),-((700 - 185*d + 376*d**2)/(-625 - 100*d - 180*d**2 - 80*d**3 + 256*d**4)),-((450 + 25*d + 544*d**2 - 128*d**3)/(-625 - 100*d - 180*d**2 - 80*d**3 + 256*d**4)),-((-50 + 545*d - 184*d**2 + 256*d**3)/(-625 - 100*d - 180*d**2 - 80*d**3 + 256*d**4)),(-3*(-100 + 85*d - 32*d**2 + 128*d**3))/(-625 - 100*d - 180*d**2 - 80*d**3 + 256*d**4),0
-1/5*(1400 - 365*d + 648*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(900 + 1355*d - 248*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(-100 + 1095*d - 472*d**2 + 512*d**3)/(-250 - 65*d - 56*d**2 + 128*d**3),(-3*(-200 + 105*d + 344*d**2))/(5*(-250 - 65*d - 56*d**2 + 128*d**3)),-1/5*(1400 - 365*d + 648*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(900 + 1355*d - 248*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(1400 - 365*d + 648*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(900 + 1355*d - 248*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),0
-1/5*(1400 + 985*d + 144*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(900 + 5*d + 976*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(1400 + 985*d + 144*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(900 + 5*d + 976*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(1400 + 985*d + 144*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(900 + 5*d + 976*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(-100 + 945*d + 784*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(-600 + 465*d - 304*d**2 + 1024*d**3)/(-250 - 65*d - 56*d**2 + 128*d**3),0
-1/5*(140 + 99*d)/(-25 - 9*d + 16*d**2),-1/5*(90 + 131*d)/(-25 - 9*d + 16*d**2),-1/5*(140 + 99*d)/(-25 - 9*d + 16*d**2),-1/5*(90 + 131*d)/(-25 - 9*d + 16*d**2),-1/5*(140 + 99*d)/(-25 - 9*d + 16*d**2),-1/5*(90 + 131*d)/(-25 - 9*d + 16*d**2),-1/5*(140 + 99*d)/(-25 - 9*d + 16*d**2),-1/5*(90 + 131*d)/(-25 - 9*d + 16*d**2),0
(5*(-4 + 7*d))/(250 - 385*d + 144*d**2),(3*(-40 + 33*d))/(250 - 385*d + 144*d**2),(5*(-4 + 7*d))/(250 - 385*d + 144*d**2),(3*(-40 + 33*d))/(250 - 385*d + 144*d**2),(5*(-4 + 7*d))/(250 - 385*d + 144*d**2),(3*(-40 + 33*d))/(250 - 385*d + 144*d**2),(5*(-4 + 7*d))/(250 - 385*d + 144*d**2),(3*(-40 + 33*d))/(250 - 385*d + 144*d**2),0
(2*(25 - 70*d + 36*d**2))/(5*(-125 + 305*d - 244*d**2 + 64*d**3)),(6*(-10 + 7*d))/(5*(25 - 41*d + 16*d**2)),(2*(25 - 70*d + 36*d**2))/(5*(-125 + 305*d - 244*d**2 + 64*d**3)),(6*(-10 + 7*d))/(5*(25 - 41*d + 16*d**2)),(2*(25 - 70*d + 36*d**2))/(5*(-125 + 305*d - 244*d**2 + 64*d**3)),(6*(-10 + 7*d))/(5*(25 - 41*d + 16*d**2)),(2*(70 - 143*d + 64*d**2))/(5*(25 - 41*d + 16*d**2)),(-2*(225 - 340*d + 124*d**2))/(5*(-125 + 305*d - 244*d**2 + 64*d**3)),0
-((50 - 15*d - 54*d**2)/(625 - 900*d + 270*d**2 + 32*d**3)),-((300 - 225*d - 22*d**2)/(625 - 900*d + 270*d**2 + 32*d**3)),-((-700 + 615*d + 450*d**2 - 384*d**3)/(625 - 900*d + 270*d**2 + 32*d**3)),-((-450 + 905*d - 438*d**2)/(625 - 900*d + 270*d**2 + 32*d**3)),-((50 - 15*d - 54*d**2)/(625 - 900*d + 270*d**2 + 32*d**3)),-((300 - 225*d - 22*d**2)/(625 - 900*d + 270*d**2 + 32*d**3)),-((50 - 15*d - 54*d**2)/(625 - 900*d + 270*d**2 + 32*d**3)),-((300 - 225*d - 22*d**2)/(625 - 900*d + 270*d**2 + 32*d**3)),0
-((-100 + 135*d - 36*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((-600 + 855*d - 292*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((1400 - 2625*d + 1516*d**2 - 256*d**3)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),(-5*(180 - 281*d + 108*d**2))/(-1250 + 2925*d - 2260*d**2 + 576*d**3),-((-100 + 135*d - 36*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((-600 + 855*d - 292*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((1400 - 2625*d + 1516*d**2 - 256*d**3)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),(-5*(180 - 281*d + 108*d**2))/(-1250 + 2925*d - 2260*d**2 + 576*d**3),0
-((50 + 25*d - 18*d**2)/(625 - 400*d - 450*d**2 + 288*d**3)),(-15*(20 - 39*d + 18*d**2))/(625 - 400*d - 450*d**2 + 288*d**3),-((50 + 25*d - 18*d**2)/(625 - 400*d - 450*d**2 + 288*d**3)),(-15*(20 - 39*d + 18*d**2))/(625 - 400*d - 450*d**2 + 288*d**3),-((-700 + 655*d + 86*d**2 - 128*d**3)/(625 - 400*d - 450*d**2 + 288*d**3)),-((-450 + 545*d - 146*d**2)/(625 - 400*d - 450*d**2 + 288*d**3)),-((50 + 25*d - 18*d**2)/(625 - 400*d - 450*d**2 + 288*d**3)),(-15*(20 - 39*d + 18*d**2))/(625 - 400*d - 450*d**2 + 288*d**3),0
-((-100 + 55*d - 108*d**2)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),(3*(-40 + 73*d))/(250 - 185*d + 16*d**2),-((-100 + 55*d - 108*d**2)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),(3*(-40 + 73*d))/(250 - 185*d + 16*d**2),-((1400 - 2705*d + 2244*d**2 - 768*d**3)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),-((900 - 685*d - 44*d**2)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),-((1400 - 2705*d + 2244*d**2 - 768*d**3)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),-((900 - 685*d - 44*d**2)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),0
-1/5*(100 + 195*d - 144*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(600 - 1125*d + 496*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-1400 - 45*d + 2224*d**2 - 1024*d**3)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-900 + 1135*d - 336*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-1400 - 45*d + 2224*d**2 - 1024*d**3)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-900 + 1135*d - 336*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(100 + 195*d - 144*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(600 - 1125*d + 496*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),0
-((10 + 9*d)/(125 - 180*d + 64*d**2)),-1/5*(300 - 765*d + 416*d**2)/(125 - 180*d + 64*d**2),-1/5*(-700 + 675*d - 96*d**2)/(125 - 180*d + 64*d**2),-((-90 + 73*d)/(125 - 180*d + 64*d**2)),-1/5*(-700 + 675*d - 96*d**2)/(125 - 180*d + 64*d**2),-((-90 + 73*d)/(125 - 180*d + 64*d**2)),-1/5*(-700 + 675*d - 96*d**2)/(125 - 180*d + 64*d**2),-((-90 + 73*d)/(125 - 180*d + 64*d**2)),0
(2*(-70 + 73*d))/(5*(-25 + 16*d)),(2*(-225 + 235*d + 32*d**2))/(25*(-25 + 16*d)),(2*(25 - 325*d + 288*d**2))/(25*(-25 + 16*d)),(6*(10 + 3*d))/(5*(-25 + 16*d)),(2*(25 - 325*d + 288*d**2))/(25*(-25 + 16*d)),(6*(10 + 3*d))/(5*(-25 + 16*d)),(2*(25 - 325*d + 288*d**2))/(25*(-25 + 16*d)),(6*(10 + 3*d))/(5*(-25 + 16*d)),0
