-1/5*(-1400 + 1095*d - 8*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-900 - 725*d + 1752*d**2 - 512*d**3)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(100 - 1265*d + 888*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(600 + 415*d - 392*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(100 - 1265*d + 888*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(600 + 415*d - 392*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-1400 + 1095*d - 8*d**2)/(250 - 135*d - 216*d**2 + 128*d**3),-1/5*(-900 - 725*d + 1752*d**2 - 512*d**3)/(250 - 135*d - 216*d**2 + 128*d**3),0
-((1400 - 1145*d - 12*d**2)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),-((900 - 1525*d + 1636*d**2 - 768*d**3)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),-((1400 - 1145*d - 12*d**2)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),-((900 - 1525*d + 1636*d**2 - 768*d**3)/(-1250 + 1925*d - 820*d**2 + 64*d**3)),-((20 - 227*d)/(250 - 185*d + 16*d**2)),(5*(120 - 67*d + 28*d**2))/((-5 + 4*d)*(250 - 185*d + 16*d**2)),-((20 - 227*d)/(250 - 185*d + 16*d**2)),(5*(120 - 67*d + 28*d**2))/((-5 + 4*d)*(250 - 185*d + 16*d**2)),0
(-2*(-70 + 57*d))/(125 - 180*d + 64*d**2),(-2*(-225 + 55*d + 96*d**2))/(5*(125 - 180*d + 64*d**2)),(-2*(-70 + 57*d))/(125 - 180*d + 64*d**2),(-2*(-225 + 55*d + 96*d**2))/(5*(125 - 180*d + 64*d**2)),(-2*(25 - 305*d + 224*d**2))/(5*(125 - 180*d + 64*d**2)),(2*(-30 + 7*d))/(125 - 180*d + 64*d**2),(-2*(-70 + 57*d))/(125 - 180*d + 64*d**2),(-2*(-225 + 55*d + 96*d**2))/(5*(125 - 180*d + 64*d**2)),0
-((1400 + 175*d + 36*d**2)/(-1250 - 325*d + 620*d**2 + 64*d**3)),-((900 + 95*d + 292*d**2)/(-1250 - 325*d + 620*d**2 + 64*d**3)),(-5*(-20 + 207*d + 20*d**2))/(-1250 - 325*d + 620*d**2 + 64*d**3),-((-600 + 455*d + 276*d**2 + 256*d**3)/(-1250 - 325*d + 620*d**2 + 64*d**3)),-((1400 + 175*d + 36*d**2)/(-1250 - 325*d + 620*d**2 + 64*d**3)),-((900 + 95*d + 292*d**2)/(-1250 - 325*d + 620*d**2 + 64*d**3)),(-5*(-20 + 207*d + 20*d**2))/(-1250 - 325*d + 620*d**2 + 64*d**3),-((-600 + 455*d + 276*d**2 + 256*d**3)/(-1250 - 325*d + 620*d**2 + 64*d**3)),0
(2*(-350 - 45*d + 18*d**2))/(25*(-25 - 9*d + 16*d**2)),(2*(-225 - 350*d + 162*d**2))/(25*(-25 - 9*d + 16*d**2)),(2*(25 - 260*d + 2*d**2))/(25*(-25 - 9*d + 16*d**2)),(2*(150 - 65*d - 374*d**2 + 128*d**3))/(25*(-25 - 9*d + 16*d**2)),(2*(-350 - 45*d + 18*d**2))/(25*(-25 - 9*d + 16*d**2)),(2*(-225 - 350*d + 162*d**2))/(25*(-25 - 9*d + 16*d**2)),(2*(-350 - 45*d + 18*d**2))/(25*(-25 - 9*d + 16*d**2)),(2*(-225 - 350*d + 162*d**2))/(25*(-25 - 9*d + 16*d**2)),0
-((700 + 65*d + 54*d**2)/(-625 + 400*d - 50*d**2 + 32*d**3)),(-5*(90 - 85*d + 94*d**2))/(-625 + 400*d - 50*d**2 + 32*d**3),-((700 + 65*d + 54*d**2)/(-625 + 400*d - 50*d**2 + 32*d**3)),(-5*(90 - 85*d + 94*d**2))/(-625 + 400*d - 50*d**2 + 32*d**3),-((700 + 65*d + 54*d**2)/(-625 + 400*d - 50*d**2 + 32*d**3)),(-5*(90 - 85*d + 94*d**2))/(-625 + 400*d - 50*d**2 + 32*d**3),-((-50 + 495*d + 86*d**2)/(-625 + 400*d - 50*d**2 + 32*d**3)),-((-300 + 505*d - 418*d**2 + 384*d**3)/(-625 + 400*d - 50*d**2 + 32*d**3)),0
-((280 + 27*d)/(-250 + 135*d + 16*d**2)),-((180 + 91*d)/(-250 + 135*d + 16*d**2)),-((280 + 27*d)/(-250 + 135*d + 16*d**2)),-((180 + 91*d)/(-250 + 135*d + 16*d**2)),-((280 + 27*d)/(-250 + 135*d + 16*d**2)),-((180 + 91*d)/(-250 + 135*d + 16*d**2)),-((280 + 27*d)/(-250 + 135*d + 16*d**2)),-((180 + 91*d)/(-250 + 135*d + 16*d**2)),0
(2*(-5 + 6*d))/(125 - 180*d + 64*d**2),(4*(-15 + 11*d))/(125 - 180*d + 64*d**2),(2*(-5 + 6*d))/(125 - 180*d + 64*d**2),(4*(-15 + 11*d))/(125 - 180*d + 64*d**2),(2*(-5 + 6*d))/(125 - 180*d + 64*d**2),(4*(-15 + 11*d))/(125 - 180*d + 64*d**2),(2*(-5 + 6*d))/(125 - 180*d + 64*d**2),(4*(-15 + 11*d))/(125 - 180*d + 64*d**2),0
-((-100 + 225*d - 108*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),(5*(120 - 169*d + 60*d**2))/(-1250 + 2925*d - 2260*d**2 + 576*d**3),-((-100 + 225*d - 108*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),(5*(120 - 169*d + 60*d**2))/(-1250 + 2925*d - 2260*d**2 + 576*d**3),-((-100 + 225*d - 108*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),(5*(120 - 169*d + 60*d**2))/(-1250 + 2925*d - 2260*d**2 + 576*d**3),-((1400 - 3435*d + 2820*d**2 - 768*d**3)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((900 - 1315*d + 468*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),0
-((-100 + 75*d - 12*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((-600 + 995*d - 396*d**2)/((-5 + 4*d)*(250 - 385*d + 144*d**2))),-((1400 - 2085*d + 756*d**2)/((-5 + 4*d)*(250 - 385*d + 144*d**2))),-((900 - 2665*d + 2532*d**2 - 768*d**3)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((-100 + 75*d - 12*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((-600 + 995*d - 396*d**2)/((-5 + 4*d)*(250 - 385*d + 144*d**2))),-((-100 + 75*d - 12*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((-600 + 995*d - 396*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),0
-10/(125 - 180*d + 64*d**2),(4*(-15 + 8*d))/((-5 + 4*d)*(-25 + 16*d)),(-4*(-35 + 24*d))/((-5 + 4*d)*(-25 + 16*d)),(-2*(-45 + 32*d))/(125 - 180*d + 64*d**2),-10/(125 - 180*d + 64*d**2),(4*(-15 + 8*d))/((-5 + 4*d)*(-25 + 16*d)),(-4*(-35 + 24*d))/((-5 + 4*d)*(-25 + 16*d)),(-2*(-45 + 32*d))/(125 - 180*d + 64*d**2),0
-((100 + 105*d - 108*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((600 - 1115*d + 468*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((100 + 105*d - 108*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((600 - 1115*d + 468*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((-1400 + 765*d + 1284*d**2 - 768*d**3)/(1250 - 675*d - 980*d**2 + 576*d**3)),(5*(180 - 209*d + 60*d**2))/(1250 - 675*d - 980*d**2 + 576*d**3),-((100 + 105*d - 108*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((600 - 1115*d + 468*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),0
-10/(125 - 180*d + 64*d**2),(-4*(75 - 190*d + 96*d**2))/(5*(125 - 180*d + 64*d**2)),-10/(125 - 180*d + 64*d**2),(-4*(75 - 190*d + 96*d**2))/(5*(125 - 180*d + 64*d**2)),(4*(175 - 270*d + 96*d**2))/(5*(125 - 180*d + 64*d**2)),(-2*(-45 + 32*d))/(125 - 180*d + 64*d**2),(4*(175 - 270*d + 96*d**2))/(5*(125 - 180*d + 64*d**2)),(-2*(-45 + 32*d))/(125 - 180*d + 64*d**2),0
-((-50 - 75*d + 88*d**2)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((-300 + 835*d - 792*d**2 + 256*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((700 - 405*d - 608*d**2 + 384*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((450 - 995*d + 672*d**2 - 128*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((700 - 405*d - 608*d**2 + 384*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((450 - 995*d + 672*d**2 - 128*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((-50 - 75*d + 88*d**2)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((-300 + 835*d - 792*d**2 + 256*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),0
-((-100 - 45*d + 108*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((-600 + 2075*d - 2244*d**2 + 768*d**3)/((-5 + 4*d)*(250 - 385*d + 144*d**2))),-((1400 - 2205*d + 876*d**2)/((-5 + 4*d)*(250 - 385*d + 144*d**2))),-((900 - 1585*d + 684*d**2)/((-5 + 4*d)*(250 - 385*d + 144*d**2))),-((1400 - 2205*d + 876*d**2)/((-5 + 4*d)*(250 - 385*d + 144*d**2))),-((900 - 1585*d + 684*d**2)/((-5 + 4*d)*(250 - 385*d + 144*d**2))),-((1400 - 2205*d + 876*d**2)/((-5 + 4*d)*(250 - 385*d + 144*d**2))),-((900 - 1585*d + 684*d**2)/((-5 + 4*d)*(250 - 385*d + 144*d**2))),0
-((-1400 + 915*d - 12*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((-900 + 895*d + 996*d**2 - 768*d**3)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((100 - 1245*d + 756*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((600 + 235*d - 396*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((100 - 1245*d + 756*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((600 + 235*d - 396*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((100 - 1245*d + 756*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((600 + 235*d - 396*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),0
-((700 - 1155*d + 472*d**2)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((450 - 245*d - 408*d**2 + 256*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((-50 + 675*d - 992*d**2 + 384*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((-300 + 85*d + 288*d**2 - 128*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((-50 + 675*d - 992*d**2 + 384*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((-300 + 85*d + 288*d**2 - 128*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((700 - 1155*d + 472*d**2)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),-((450 - 245*d - 408*d**2 + 256*d**3)/(-625 + 900*d + 180*d**2 - 720*d**3 + 256*d**4)),0
(-4*(-35 + 24*d))/(125 - 180*d + 64*d**2),(2*(225 - 460*d + 192*d**2))/(5*(125 - 180*d + 64*d**2)),(-4*(-35 + 24*d))/(125 - 180*d + 64*d**2),(2*(225 - 460*d + 192*d**2))/(5*(125 - 180*d + 64*d**2)),(-2*(25 - 300*d + 192*d**2))/(5*(-5 + 4*d)*(-25 + 16*d)),(4*(-15 + 8*d))/((-5 + 4*d)*(-25 + 16*d)),(-2*(25 - 300*d + 192*d**2))/(5*(-5 + 4*d)*(-25 + 16*d)),(4*(-15 + 8*d))/((-5 + 4*d)*(-25 + 16*d)),0
-((1400 - 2355*d + 972*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((900 - 1435*d + 588*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((1400 - 2355*d + 972*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((900 - 1435*d + 588*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((-100 + 1305*d - 1956*d**2 + 768*d**3)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),(5*(120 - 145*d + 36*d**2))/(-1250 + 2925*d - 2260*d**2 + 576*d**3),-((1400 - 2355*d + 972*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),-((900 - 1435*d + 588*d**2)/(-1250 + 2925*d - 2260*d**2 + 576*d**3)),0
(-20*(-35 + 26*d))/(625 - 400*d - 400*d**2 + 256*d**3),(2*(225 - 280*d + 64*d**2))/(625 - 400*d - 400*d**2 + 256*d**3),(-2*(25 - 280*d + 192*d**2))/(625 - 400*d - 400*d**2 + 256*d**3),(-4*(75 - 130*d + 64*d**2))/(625 - 400*d - 400*d**2 + 256*d**3),(-20*(-35 + 26*d))/(625 - 400*d - 400*d**2 + 256*d**3),(2*(225 - 280*d + 64*d**2))/(625 - 400*d - 400*d**2 + 256*d**3),(-2*(25 - 280*d + 192*d**2))/(625 - 400*d - 400*d**2 + 256*d**3),(-4*(75 - 130*d + 64*d**2))/(625 - 400*d - 400*d**2 + 256*d**3),0
-((-1400 + 1035*d + 108*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((-900 - 185*d + 684*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((100 - 1125*d + 876*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((600 - 845*d - 708*d**2 + 768*d**3)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((-1400 + 1035*d + 108*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((-900 - 185*d + 684*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((-1400 + 1035*d + 108*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((-900 - 185*d + 684*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),0
-((-1400 - 315*d + 972*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),(5*(180 - 233*d + 36*d**2))/(1250 - 675*d - 980*d**2 + 576*d**3),-((-1400 - 315*d + 972*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),(5*(180 - 233*d + 36*d**2))/(1250 - 675*d - 980*d**2 + 576*d**3),-((-1400 - 315*d + 972*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),(5*(180 - 233*d + 36*d**2))/(1250 - 675*d - 980*d**2 + 576*d**3),-((100 - 975*d - 420*d**2 + 768*d**3)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((600 - 995*d + 588*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),0
(-4*(-35 + 27*d))/(125 - 180*d + 64*d**2),(-2*(-45 + 38*d))/(125 - 180*d + 64*d**2),(-4*(-35 + 27*d))/(125 - 180*d + 64*d**2),(-2*(-45 + 38*d))/(125 - 180*d + 64*d**2),(-4*(-35 + 27*d))/(125 - 180*d + 64*d**2),(-2*(-45 + 38*d))/(125 - 180*d + 64*d**2),(-4*(-35 + 27*d))/(125 - 180*d + 64*d**2),(-2*(-45 + 38*d))/(125 - 180*d + 64*d**2),0
-((20 - 11*d)/(250 - 185*d + 16*d**2)),(15*(-8 + 5*d))/(250 - 185*d + 16*d**2),-((20 - 11*d)/(250 - 185*d + 16*d**2)),(15*(-8 + 5*d))/(250 - 185*d + 16*d**2),-((20 - 11*d)/(250 - 185*d + 16*d**2)),(15*(-8 + 5*d))/(250 - 185*d + 16*d**2),-((20 - 11*d)/(250 - 185*d + 16*d**2)),(15*(-8 + 5*d))/(250 - 185*d + 16*d**2),0
(-2*(-25 + 15*d + d**2))/(-625 + 400*d - 50*d**2 + 32*d**3),(-6*(-50 + 15*d + 11*d**2))/(-625 + 400*d - 50*d**2 + 32*d**3),(-2*(-25 + 15*d + d**2))/(-625 + 400*d - 50*d**2 + 32*d**3),(-6*(-50 + 15*d + 11*d**2))/(-625 + 400*d - 50*d**2 + 32*d**3),(-2*(-25 + 15*d + d**2))/(-625 + 400*d - 50*d**2 + 32*d**3),(-6*(-50 + 15*d + 11*d**2))/(-625 + 400*d - 50*d**2 + 32*d**3),(-2*(350 - 375*d + 97*d**2))/(-625 + 400*d - 50*d**2 + 32*d**3),(-2*(225 + 155*d - 291*d**2 + 64*d**3))/(-625 + 400*d - 50*d**2 + 32*d**3),0
-1/5*(-10 - 9*d)/(-25 + 16*d),-1/25*(-300 + 165*d - 32*d**2)/(-25 + 16*d),-1/25*(700 - 75*d - 288*d**2)/(-25 + 16*d),-1/5*(90 - 73*d)/(-25 + 16*d),-1/5*(-10 - 9*d)/(-25 + 16*d),-1/25*(-300 + 165*d - 32*d**2)/(-25 + 16*d),-1/5*(-10 - 9*d)/(-25 + 16*d),-1/25*(-300 + 165*d - 32*d**2)/(-25 + 16*d),0
-((100 + 85*d + 36*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((600 - 135*d - 428*d**2 + 256*d**3)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((-1400 + 145*d + 612*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((-900 - 575*d + 868*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((100 + 85*d + 36*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((600 - 135*d - 428*d**2 + 256*d**3)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((-1400 + 145*d + 612*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),-((-900 - 575*d + 868*d**2)/(1250 - 675*d - 980*d**2 + 576*d**3)),0
-1/5*(10 - d)/(25 - 41*d + 16*d**2),(-3*(100 - 275*d + 148*d**2))/(5*(5 + 4*d)*(25 - 41*d + 16*d**2)),-1/5*(10 - d)/(25 - 41*d + 16*d**2),(-3*(100 - 275*d + 148*d**2))/(5*(5 + 4*d)*(25 - 41*d + 16*d**2)),-1/5*(-700 + 815*d - 196*d**2)/((5 + 4*d)*(25 - 41*d + 16*d**2)),-1/5*(-90 + 163*d - 64*d**2)/(25 - 41*d + 16*d**2),-1/5*(10 - d)/(25 - 41*d + 16*d**2),(-3*(100 - 275*d + 148*d**2))/(5*(5 + 4*d)*(25 - 41*d + 16*d**2)),0
-((20 - 3*d)/(250 - 385*d + 144*d**2)),(-3*(200 - 485*d + 252*d**2))/((5 + 4*d)*(250 - 385*d + 144*d**2)),-((20 - 3*d)/(250 - 385*d + 144*d**2)),(-3*(200 - 485*d + 252*d**2))/((5 + 4*d)*(250 - 385*d + 144*d**2)),-((-1400 + 1625*d - 396*d**2)/((5 + 4*d)*(250 - 385*d + 144*d**2))),-((-900 - 395*d + 1892*d**2 - 768*d**3)/((5 + 4*d)*(250 - 385*d + 144*d**2))),-((-1400 + 1625*d - 396*d**2)/((5 + 4*d)*(250 - 385*d + 144*d**2))),-((-900 - 395*d + 1892*d**2 - 768*d**3)/((5 + 4*d)*(250 - 385*d + 144*d**2))),0
-1/5*(100 + 215*d + 72*d**2)/(250 - 185*d + 16*d**2),-1/5*(600 - 1605*d + 232*d**2 + 512*d**3)/(250 - 185*d + 16*d**2),-1/5*(-1400 + 275*d + 648*d**2)/(250 - 185*d + 16*d**2),-1/5*(-900 + 955*d + 8*d**2)/(250 - 185*d + 16*d**2),-1/5*(-1400 + 275*d + 648*d**2)/(250 - 185*d + 16*d**2),-1/5*(-900 + 955*d + 8*d**2)/(250 - 185*d + 16*d**2),-1/5*(100 + 215*d + 72*d**2)/(250 - 185*d + 16*d**2),-1/5*(600 - 1605*d + 232*d**2 + 512*d**3)/(250 - 185*d + 16*d**2),0
-((50 + 105*d + 54*d**2)/(625 - 400*d - 450*d**2 + 288*d**3)),-((300 - 705*d - 130*d**2 + 384*d**3)/(625 - 400*d - 450*d**2 + 288*d**3)),-((-700 + 135*d + 342*d**2)/(625 - 400*d - 450*d**2 + 288*d**3)),-((-450 - 175*d + 438*d**2)/(625 - 400*d - 450*d**2 + 288*d**3)),-((-700 + 135*d + 342*d**2)/(625 - 400*d - 450*d**2 + 288*d**3)),-((-450 - 175*d + 438*d**2)/(625 - 400*d - 450*d**2 + 288*d**3)),-((-700 + 135*d + 342*d**2)/(625 - 400*d - 450*d**2 + 288*d**3)),-((-450 - 175*d + 438*d**2)/(625 - 400*d - 450*d**2 + 288*d**3)),0
(2*(-350 + 95*d + 3*d**2))/(-625 - 100*d - 130*d**2 + 288*d**3),(2*(-225 - 35*d - 265*d**2 + 192*d**3))/(-625 - 100*d - 130*d**2 + 288*d**3),(2*(25 - 295*d + 99*d**2))/(-625 - 100*d - 130*d**2 + 288*d**3),(-6*(-50 - 25*d + 63*d**2))/(-625 - 100*d - 130*d**2 + 288*d**3),(2*(25 - 295*d + 99*d**2))/(-625 - 100*d - 130*d**2 + 288*d**3),(-6*(-50 - 25*d + 63*d**2))/(-625 - 100*d - 130*d**2 + 288*d**3),(2*(25 - 295*d + 99*d**2))/(-625 - 100*d - 130*d**2 + 288*d**3),(-6*(-50 - 25*d + 63*d**2))/(-625 - 100*d - 130*d**2 + 288*d**3),0
-1/5*(1400 - 375*d - 8*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(900 + 1445*d - 168*d**2 - 512*d**3)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(-100 + 1185*d - 392*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),(-3*(-200 - 165*d + 296*d**2))/(5*(-250 - 65*d - 56*d**2 + 128*d**3)),-1/5*(-100 + 1185*d - 392*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),(-3*(-200 - 165*d + 296*d**2))/(5*(-250 - 65*d - 56*d**2 + 128*d**3)),-1/5*(1400 - 375*d - 8*d**2)/(-250 - 65*d - 56*d**2 + 128*d**3),-1/5*(900 + 1445*d - 168*d**2 - 512*d**3)/(-250 - 65*d - 56*d**2 + 128*d**3),0
-((1400 + 975*d + 108*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((900 + 95*d + 876*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((1400 + 975*d + 108*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((900 + 95*d + 876*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((-100 + 1035*d + 684*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((-600 - 345*d + 572*d**2 + 768*d**3)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((-100 + 1035*d + 684*d**2)/(-1250 - 325*d - 180*d**2 + 576*d**3)),-((-600 - 345*d + 572*d**2 + 768*d**3)/(-1250 - 325*d - 180*d**2 + 576*d**3)),0
(-2*(350 + 245*d + 18*d**2))/(25*(-25 - 9*d + 16*d**2)),(-2*(225 + 350*d + 2*d**2))/(25*(-25 - 9*d + 16*d**2)),(-2*(350 + 245*d + 18*d**2))/(25*(-25 - 9*d + 16*d**2)),(-2*(225 + 350*d + 2*d**2))/(25*(-25 - 9*d + 16*d**2)),(-2*(-25 + 260*d + 162*d**2))/(25*(-25 - 9*d + 16*d**2)),(-2*(-150 - 135*d + 266*d**2 + 128*d**3))/(25*(-25 - 9*d + 16*d**2)),(-2*(350 + 245*d + 18*d**2))/(25*(-25 - 9*d + 16*d**2)),(-2*(225 + 350*d + 2*d**2))/(25*(-25 - 9*d + 16*d**2)),0
-((-1400 + 505*d + 4*d**2)/(1250 + 75*d - 660*d**2 + 64*d**3)),-((-900 + 85*d - 332*d**2 + 256*d**3)/(1250 + 75*d - 660*d**2 + 64*d**3)),-((100 - 1055*d + 388*d**2)/(1250 + 75*d - 660*d**2 + 64*d**3)),(-3*(200 - 325*d + 44*d**2))/(1250 + 75*d - 660*d**2 + 64*d**3),-((-1400 + 505*d + 4*d**2)/(1250 + 75*d - 660*d**2 + 64*d**3)),-((-900 + 85*d - 332*d**2 + 256*d**3)/(1250 + 75*d - 660*d**2 + 64*d**3)),-((100 - 1055*d + 388*d**2)/(1250 + 75*d - 660*d**2 + 64*d**3)),(-3*(200 - 325*d + 44*d**2))/(1250 + 75*d - 660*d**2 + 64*d**3),0
(10*(-14 + 5*d))/(-125 - 20*d + 64*d**2),(2*(-225 - 305*d + 224*d**2))/(5*(-125 - 20*d + 64*d**2)),(2*(25 - 265*d + 96*d**2))/(5*(-125 - 20*d + 64*d**2)),(-6*(-10 + 13*d))/(-125 - 20*d + 64*d**2),(10*(-14 + 5*d))/(-125 - 20*d + 64*d**2),(2*(-225 - 305*d + 224*d**2))/(5*(-125 - 20*d + 64*d**2)),(10*(-14 + 5*d))/(-125 - 20*d + 64*d**2),(2*(-225 - 305*d + 224*d**2))/(5*(-125 - 20*d + 64*d**2)),0
-((700 + 425*d + 18*d**2)/(-625 - 100*d - 130*d**2 + 288*d**3)),-((450 - 65*d + 434*d**2)/(-625 - 100*d - 130*d**2 + 288*d**3)),-((700 + 425*d + 18*d**2)/(-625 - 100*d - 130*d**2 + 288*d**3)),-((450 - 65*d + 434*d**2)/(-625 - 100*d - 130*d**2 + 288*d**3)),-((700 + 425*d + 18*d**2)/(-625 - 100*d - 130*d**2 + 288*d**3)),-((450 - 65*d + 434*d**2)/(-625 - 100*d - 130*d**2 + 288*d**3)),-((-50 + 455*d + 306*d**2)/(-625 - 100*d - 130*d**2 + 288*d**3)),-((-300 + 465*d + 202*d**2 + 128*d**3)/(-625 - 100*d - 130*d**2 + 288*d**3)),0
-((280 + 171*d)/(-250 - 65*d + 144*d**2)),(-5*(36 + 47*d))/(-250 - 65*d + 144*d**2),-((280 + 171*d)/(-250 - 65*d + 144*d**2)),(-5*(36 + 47*d))/(-250 - 65*d + 144*d**2),-((280 + 171*d)/(-250 - 65*d + 144*d**2)),(-5*(36 + 47*d))/(-250 - 65*d + 144*d**2),-((280 + 171*d)/(-250 - 65*d + 144*d**2)),(-5*(36 + 47*d))/(-250 - 65*d + 144*d**2),0
(-2*(-5 + 2*d))/(5*(-25 + 16*d)),(-12*(-5 + 3*d))/(5*(-25 + 16*d)),(-2*(-5 + 2*d))/(5*(-25 + 16*d)),(-12*(-5 + 3*d))/(5*(-25 + 16*d)),(-2*(-5 + 2*d))/(5*(-25 + 16*d)),(-12*(-5 + 3*d))/(5*(-25 + 16*d)),(-2*(-5 + 2*d))/(5*(-25 + 16*d)),(-12*(-5 + 3*d))/(5*(-25 + 16*d)),0
